,Hosp_Name,metrics,values
5271,Carle Foundation Hospital,rating_overall,5.0
5272,Carle Foundation Hospital,rating_overall,4.0
5273,Carle Foundation Hospital,rating_overall,5.0
5274,Carle Foundation Hospital,rating_overall,4.0
5275,Carle Foundation Hospital,rating_overall,5.0
5276,Carle Foundation Hospital,rating_overall,4.0
5277,Carle Foundation Hospital,rating_overall,3.0
5278,Carle Foundation Hospital,rating_overall,4.0
5279,Carle Foundation Hospital,rating_overall,4.0
5280,Carle Foundation Hospital,rating_overall,4.0
5281,Carle Foundation Hospital,rating_overall,4.0
5282,Carle Foundation Hospital,rating_overall,2.0
5283,Carle Foundation Hospital,rating_overall,3.0
5284,Carle Foundation Hospital,rating_overall,3.0
5285,Carle Foundation Hospital,rating_overall,5.0
5286,Carle Foundation Hospital,rating_overall,3.0
5287,Carle Foundation Hospital,rating_overall,1.0
5288,Carle Foundation Hospital,rating_overall,4.0
5289,Carle Foundation Hospital,rating_overall,5.0
5290,Carle Foundation Hospital,rating_overall,3.0
5291,Carle Foundation Hospital,rating_overall,2.0
5292,Carle Foundation Hospital,rating_overall,5.0
5293,Carle Foundation Hospital,rating_overall,1.0
5294,Carle Foundation Hospital,rating_overall,2.0
5295,Carle Foundation Hospital,rating_overall,5.0
5296,Carle Foundation Hospital,rating_overall,5.0
5297,Carle Foundation Hospital,rating_overall,4.0
5298,Carle Foundation Hospital,rating_overall,5.0
5299,Carle Foundation Hospital,rating_overall,4.0
5300,Carle Foundation Hospital,rating_overall,2.0
5301,Carle Foundation Hospital,rating_overall,4.0
5302,Carle Foundation Hospital,rating_overall,4.0
5303,Carle Foundation Hospital,rating_overall,4.0
5304,Carle Foundation Hospital,rating_overall,1.0
5305,Carle Foundation Hospital,rating_overall,1.0
5306,Carle Foundation Hospital,rating_overall,1.0
5307,Carle Foundation Hospital,rating_overall,3.0
5308,Carle Foundation Hospital,rating_overall,4.0
5309,Carle Foundation Hospital,rating_overall,5.0
5310,Carle Foundation Hospital,rating_overall,3.0
5311,Carle Foundation Hospital,rating_overall,4.0
5312,Carle Foundation Hospital,rating_overall,3.0
5313,Carle Foundation Hospital,rating_overall,4.0
5314,Carle Foundation Hospital,rating_overall,3.0
5315,Carle Foundation Hospital,rating_overall,2.0
5316,Carle Foundation Hospital,rating_overall,5.0
5317,Carle Foundation Hospital,rating_overall,4.0
5318,Carle Foundation Hospital,rating_overall,4.0
5319,Carle Foundation Hospital,rating_overall,1.0
5320,Carle Foundation Hospital,rating_overall,4.0
5321,Carle Foundation Hospital,rating_overall,3.0
5322,Carle Foundation Hospital,rating_overall,4.0
5323,Carle Foundation Hospital,rating_overall,4.0
5324,Carle Foundation Hospital,rating_overall,3.0
5325,Carle Foundation Hospital,rating_overall,5.0
5326,Carle Foundation Hospital,rating_overall,5.0
5327,Carle Foundation Hospital,rating_overall,1.0
5328,Carle Foundation Hospital,rating_overall,5.0
5329,Carle Foundation Hospital,rating_overall,4.0
5330,Carle Foundation Hospital,rating_overall,4.0
5331,Carle Foundation Hospital,rating_overall,3.0
5332,Carle Foundation Hospital,rating_overall,5.0
5333,Carle Foundation Hospital,rating_overall,3.0
5334,Carle Foundation Hospital,rating_overall,2.0
5335,Carle Foundation Hospital,rating_overall,2.0
5336,Carle Foundation Hospital,rating_overall,2.0
5337,Carle Foundation Hospital,rating_overall,5.0
5338,Carle Foundation Hospital,rating_overall,4.0
5339,Carle Foundation Hospital,rating_overall,4.0
5340,Carle Foundation Hospital,rating_overall,1.0
5341,Carle Foundation Hospital,rating_overall,3.0
5342,Carle Foundation Hospital,rating_overall,3.0
5343,Carle Foundation Hospital,rating_overall,4.0
5344,Carle Foundation Hospital,rating_overall,1.0
5345,Carle Foundation Hospital,rating_overall,4.0
5346,Carle Foundation Hospital,rating_overall,5.0
5347,Carle Foundation Hospital,rating_overall,1.0
5348,Carle Foundation Hospital,rating_overall,3.0
5349,Carle Foundation Hospital,rating_overall,5.0
5350,Carle Foundation Hospital,rating_overall,4.0
5351,Marshall Browning Hospital,rating_overall,4.0
5352,Carlinville Area Hospital,rating_overall,5.0
5353,Carlinville Area Hospital,rating_overall,5.0
5354,Graham Hospital,rating_overall,3.0
5355,Graham Hospital,rating_overall,3.0
5356,Graham Hospital,rating_overall,3.0
5357,Graham Hospital,rating_overall,2.0
5358,Graham Hospital,rating_overall,4.0
5359,Advocate BroMenn Medical Center,rating_overall,4.0
5360,Advocate BroMenn Medical Center,rating_overall,4.0
5361,Advocate BroMenn Medical Center,rating_overall,4.0
5362,Advocate BroMenn Medical Center,rating_overall,3.0
5363,Advocate BroMenn Medical Center,rating_overall,2.0
5364,Advocate BroMenn Medical Center,rating_overall,1.0
5365,Advocate BroMenn Medical Center,rating_overall,1.0
5366,Advocate BroMenn Medical Center,rating_overall,3.0
5367,Advocate BroMenn Medical Center,rating_overall,3.0
5368,Advocate BroMenn Medical Center,rating_overall,4.0
5369,Advocate BroMenn Medical Center,rating_overall,4.0
5370,Advocate BroMenn Medical Center,rating_overall,1.0
5371,Advocate BroMenn Medical Center,rating_overall,1.0
5372,Advocate BroMenn Medical Center,rating_overall,1.0
5373,Advocate BroMenn Medical Center,rating_overall,3.0
5374,Advocate BroMenn Medical Center,rating_overall,3.0
5375,Advocate BroMenn Medical Center,rating_overall,4.0
5376,Advocate BroMenn Medical Center,rating_overall,2.0
5377,Advocate BroMenn Medical Center,rating_overall,4.0
5378,Advocate BroMenn Medical Center,rating_overall,5.0
5379,Advocate BroMenn Medical Center,rating_overall,3.0
5380,Advocate BroMenn Medical Center,rating_overall,4.0
5381,Advocate BroMenn Medical Center,rating_overall,2.0
5382,Advocate BroMenn Medical Center,rating_overall,1.0
5383,Advocate BroMenn Medical Center,rating_overall,1.0
5384,Advocate BroMenn Medical Center,rating_overall,1.0
5385,Advocate BroMenn Medical Center,rating_overall,4.0
5386,Advocate BroMenn Medical Center,rating_overall,1.0
5387,Advocate BroMenn Medical Center,rating_overall,5.0
5388,Advocate BroMenn Medical Center,rating_overall,5.0
5389,HSHS Good Shepherd Hospital,rating_overall,4.0
5390,HSHS Good Shepherd Hospital,rating_overall,4.0
5391,HSHS Good Shepherd Hospital,rating_overall,4.0
5392,HSHS Good Shepherd Hospital,rating_overall,4.0
5393,HSHS Good Shepherd Hospital,rating_overall,4.0
5394,HSHS Good Shepherd Hospital,rating_overall,4.0
5395,HSHS Good Shepherd Hospital,rating_overall,4.0
5396,HSHS Good Shepherd Hospital,rating_overall,4.0
5397,HSHS Good Shepherd Hospital,rating_overall,4.0
5398,HSHS Good Shepherd Hospital,rating_overall,4.0
5399,HSHS Good Shepherd Hospital,rating_overall,4.0
5400,HSHS Good Shepherd Hospital,rating_overall,4.0
5401,HSHS Good Shepherd Hospital,rating_overall,4.0
5402,HSHS Good Shepherd Hospital,rating_overall,4.0
5403,HSHS Good Shepherd Hospital,rating_overall,4.0
5404,HSHS Good Shepherd Hospital,rating_overall,4.0
5405,HSHS Good Shepherd Hospital,rating_overall,4.0
5406,HSHS Good Shepherd Hospital,rating_overall,4.0
5407,HSHS Good Shepherd Hospital,rating_overall,4.0
5408,HSHS Good Shepherd Hospital,rating_overall,4.0
5409,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5410,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5411,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5412,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5413,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5414,Unitypoint Health - Trinity Rock Island,rating_overall,3.0
5415,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5416,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5417,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5418,Unitypoint Health - Trinity Rock Island,rating_overall,5.0
5419,Unitypoint Health - Trinity Rock Island,rating_overall,5.0
5420,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5421,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5422,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5423,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5424,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5425,Unitypoint Health - Trinity Rock Island,rating_overall,3.0
5426,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5427,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5428,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5429,Unitypoint Health - Trinity Rock Island,rating_overall,5.0
5430,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5431,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5432,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5433,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5434,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5435,Unitypoint Health - Trinity Rock Island,rating_overall,3.0
5436,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5437,Unitypoint Health - Trinity Rock Island,rating_overall,1.0
5438,Unitypoint Health - Trinity Rock Island,rating_overall,4.0
5439,Silver Cross Hospital,rating_overall,5.0
5440,Silver Cross Hospital,rating_overall,3.0
5441,Silver Cross Hospital,rating_overall,4.0
5442,Silver Cross Hospital,rating_overall,4.0
5443,Silver Cross Hospital,rating_overall,5.0
5444,Silver Cross Hospital,rating_overall,4.0
5445,Silver Cross Hospital,rating_overall,5.0
5446,Silver Cross Hospital,rating_overall,1.0
5447,Silver Cross Hospital,rating_overall,4.0
5448,Silver Cross Hospital,rating_overall,3.0
5449,Silver Cross Hospital,rating_overall,3.0
5450,Silver Cross Hospital,rating_overall,3.0
5451,Silver Cross Hospital,rating_overall,4.0
5452,Silver Cross Hospital,rating_overall,5.0
5453,Silver Cross Hospital,rating_overall,5.0
5454,Silver Cross Hospital,rating_overall,5.0
5455,Silver Cross Hospital,rating_overall,4.0
5456,Silver Cross Hospital,rating_overall,3.0
5457,Silver Cross Hospital,rating_overall,2.0
5458,Silver Cross Hospital,rating_overall,4.0
5459,Silver Cross Hospital,rating_overall,5.0
5460,Silver Cross Hospital,rating_overall,3.0
5461,Silver Cross Hospital,rating_overall,4.0
5462,Silver Cross Hospital,rating_overall,3.0
5463,Silver Cross Hospital,rating_overall,5.0
5464,Silver Cross Hospital,rating_overall,4.0
5465,Silver Cross Hospital,rating_overall,4.0
5466,Silver Cross Hospital,rating_overall,5.0
5467,Silver Cross Hospital,rating_overall,5.0
5468,Silver Cross Hospital,rating_overall,5.0
5469,Silver Cross Hospital,rating_overall,5.0
5470,Silver Cross Hospital,rating_overall,5.0
5471,Silver Cross Hospital,rating_overall,4.0
5472,Silver Cross Hospital,rating_overall,5.0
5473,Silver Cross Hospital,rating_overall,1.0
5474,Silver Cross Hospital,rating_overall,5.0
5475,Silver Cross Hospital,rating_overall,2.0
5476,Silver Cross Hospital,rating_overall,2.0
5477,Silver Cross Hospital,rating_overall,5.0
5478,Silver Cross Hospital,rating_overall,4.0
5479,Silver Cross Hospital,rating_overall,5.0
5480,Silver Cross Hospital,rating_overall,4.0
5481,Silver Cross Hospital,rating_overall,5.0
5482,Silver Cross Hospital,rating_overall,5.0
5483,Silver Cross Hospital,rating_overall,3.0
5484,Silver Cross Hospital,rating_overall,3.0
5485,Silver Cross Hospital,rating_overall,5.0
5486,Silver Cross Hospital,rating_overall,3.0
5487,Silver Cross Hospital,rating_overall,3.0
5488,Silver Cross Hospital,rating_overall,2.0
5489,Silver Cross Hospital,rating_overall,4.0
5490,Silver Cross Hospital,rating_overall,4.0
5491,Silver Cross Hospital,rating_overall,2.0
5492,Silver Cross Hospital,rating_overall,5.0
5493,Silver Cross Hospital,rating_overall,2.0
5494,Silver Cross Hospital,rating_overall,2.0
5495,Silver Cross Hospital,rating_overall,4.0
5496,Silver Cross Hospital,rating_overall,3.0
5497,Silver Cross Hospital,rating_overall,4.0
5498,Silver Cross Hospital,rating_overall,1.0
5499,Silver Cross Hospital,rating_overall,4.0
5500,Silver Cross Hospital,rating_overall,1.0
5501,Silver Cross Hospital,rating_overall,3.0
5502,Silver Cross Hospital,rating_overall,1.0
5503,Silver Cross Hospital,rating_overall,1.0
5504,Silver Cross Hospital,rating_overall,3.0
5505,Silver Cross Hospital,rating_overall,3.0
5506,Silver Cross Hospital,rating_overall,3.0
5507,Silver Cross Hospital,rating_overall,1.0
5508,Silver Cross Hospital,rating_overall,2.0
5509,Silver Cross Hospital,rating_overall,3.0
5510,Silver Cross Hospital,rating_overall,4.0
5511,Silver Cross Hospital,rating_overall,4.0
5512,Richland Memorial Hospital,rating_overall,4.0
5513,Richland Memorial Hospital,rating_overall,3.0
5514,Richland Memorial Hospital,rating_overall,3.0
5515,Richland Memorial Hospital,rating_overall,3.0
5516,Richland Memorial Hospital,rating_overall,5.0
5517,Loretto Hospital,rating_overall,3.0
5518,Loretto Hospital,rating_overall,5.0
5519,Loretto Hospital,rating_overall,5.0
5520,Loretto Hospital,rating_overall,3.0
5521,Loretto Hospital,rating_overall,1.0
5522,Loretto Hospital,rating_overall,1.0
5523,Loretto Hospital,rating_overall,4.0
5524,Loretto Hospital,rating_overall,5.0
5525,Loretto Hospital,rating_overall,1.0
5526,Loretto Hospital,rating_overall,1.0
5527,Loretto Hospital,rating_overall,1.0
5528,Loretto Hospital,rating_overall,1.0
5529,Loretto Hospital,rating_overall,2.0
5530,Loretto Hospital,rating_overall,3.0
5531,Loretto Hospital,rating_overall,3.0
5532,Loretto Hospital,rating_overall,2.0
5533,Loretto Hospital,rating_overall,1.0
5534,Loretto Hospital,rating_overall,2.0
5535,Loretto Hospital,rating_overall,1.0
5536,Loretto Hospital,rating_overall,3.0
5537,Loretto Hospital,rating_overall,3.0
5538,Loretto Hospital,rating_overall,3.0
5539,Loretto Hospital,rating_overall,2.0
5540,Loretto Hospital,rating_overall,3.0
5541,Wabash General Hospital,rating_overall,4.0
5542,Wabash General Hospital,rating_overall,4.0
5543,Wabash General Hospital,rating_overall,1.0
5544,Wabash General Hospital,rating_overall,1.0
5545,Wabash General Hospital,rating_overall,1.0
5546,Herrin Hospital,rating_overall,3.0
5547,Herrin Hospital,rating_overall,4.0
5548,Herrin Hospital,rating_overall,2.0
5549,OSF Sacred Heart Medical Center,rating_overall,5.0
5550,OSF Sacred Heart Medical Center,rating_overall,3.0
5551,OSF Sacred Heart Medical Center,rating_overall,5.0
5552,OSF Sacred Heart Medical Center,rating_overall,3.0
5553,OSF Sacred Heart Medical Center,rating_overall,5.0
5554,OSF Sacred Heart Medical Center,rating_overall,3.0
5555,OSF Sacred Heart Medical Center,rating_overall,5.0
5556,OSF Sacred Heart Medical Center,rating_overall,3.0
5557,OSF Sacred Heart Medical Center,rating_overall,5.0
5558,OSF Sacred Heart Medical Center,rating_overall,3.0
5559,OSF Sacred Heart Medical Center,rating_overall,5.0
5560,OSF Sacred Heart Medical Center,rating_overall,3.0
5561,OSF Sacred Heart Medical Center,rating_overall,5.0
5562,OSF Sacred Heart Medical Center,rating_overall,3.0
5563,OSF Sacred Heart Medical Center,rating_overall,5.0
5564,OSF Sacred Heart Medical Center,rating_overall,3.0
5565,OSF Sacred Heart Medical Center,rating_overall,5.0
5566,OSF Sacred Heart Medical Center,rating_overall,3.0
5567,OSF Sacred Heart Medical Center,rating_overall,5.0
5568,OSF Sacred Heart Medical Center,rating_overall,3.0
5569,OSF Sacred Heart Medical Center,rating_overall,5.0
5570,OSF Sacred Heart Medical Center,rating_overall,3.0
5571,OSF Sacred Heart Medical Center,rating_overall,5.0
5572,OSF Sacred Heart Medical Center,rating_overall,3.0
5573,OSF Sacred Heart Medical Center,rating_overall,5.0
5574,OSF Sacred Heart Medical Center,rating_overall,3.0
5575,OSF Sacred Heart Medical Center,rating_overall,5.0
5576,OSF Sacred Heart Medical Center,rating_overall,3.0
5577,OSF Sacred Heart Medical Center,rating_overall,5.0
5578,OSF Sacred Heart Medical Center,rating_overall,3.0
5579,OSF Sacred Heart Medical Center,rating_overall,5.0
5580,OSF Sacred Heart Medical Center,rating_overall,3.0
5581,OSF Sacred Heart Medical Center,rating_overall,5.0
5582,OSF Sacred Heart Medical Center,rating_overall,3.0
5583,OSF Sacred Heart Medical Center,rating_overall,5.0
5584,OSF Sacred Heart Medical Center,rating_overall,3.0
5585,OSF Sacred Heart Medical Center,rating_overall,5.0
5586,OSF Sacred Heart Medical Center,rating_overall,3.0
5587,OSF Sacred Heart Medical Center,rating_overall,5.0
5588,OSF Sacred Heart Medical Center,rating_overall,3.0
5589,OSF St Mary Medical Center,rating_overall,5.0
5590,OSF St Mary Medical Center,rating_overall,5.0
5591,OSF St Mary Medical Center,rating_overall,5.0
5592,OSF St Mary Medical Center,rating_overall,4.0
5593,OSF St Mary Medical Center,rating_overall,4.0
5594,OSF St Mary Medical Center,rating_overall,2.0
5595,OSF St Mary Medical Center,rating_overall,5.0
5596,OSF St Mary Medical Center,rating_overall,5.0
5597,OSF St Mary Medical Center,rating_overall,5.0
5598,OSF St Mary Medical Center,rating_overall,4.0
5599,OSF St Mary Medical Center,rating_overall,4.0
5600,OSF St Mary Medical Center,rating_overall,2.0
5601,OSF St Mary Medical Center,rating_overall,5.0
5602,OSF St Mary Medical Center,rating_overall,5.0
5603,OSF St Mary Medical Center,rating_overall,5.0
5604,OSF St Mary Medical Center,rating_overall,4.0
5605,OSF St Mary Medical Center,rating_overall,4.0
5606,OSF St Mary Medical Center,rating_overall,2.0
5607,OSF St Mary Medical Center,rating_overall,5.0
5608,OSF St Mary Medical Center,rating_overall,5.0
5609,OSF St Mary Medical Center,rating_overall,5.0
5610,OSF St Mary Medical Center,rating_overall,4.0
5611,OSF St Mary Medical Center,rating_overall,4.0
5612,OSF St Mary Medical Center,rating_overall,2.0
5613,OSF St Mary Medical Center,rating_overall,5.0
5614,OSF St Mary Medical Center,rating_overall,5.0
5615,OSF St Mary Medical Center,rating_overall,5.0
5616,OSF St Mary Medical Center,rating_overall,4.0
5617,OSF St Mary Medical Center,rating_overall,4.0
5618,OSF St Mary Medical Center,rating_overall,2.0
5619,OSF St Mary Medical Center,rating_overall,5.0
5620,OSF St Mary Medical Center,rating_overall,5.0
5621,OSF St Mary Medical Center,rating_overall,5.0
5622,OSF St Mary Medical Center,rating_overall,4.0
5623,OSF St Mary Medical Center,rating_overall,4.0
5624,OSF St Mary Medical Center,rating_overall,2.0
5625,OSF St Mary Medical Center,rating_overall,5.0
5626,OSF St Mary Medical Center,rating_overall,5.0
5627,OSF St Mary Medical Center,rating_overall,5.0
5628,OSF St Mary Medical Center,rating_overall,4.0
5629,OSF St Mary Medical Center,rating_overall,4.0
5630,OSF St Mary Medical Center,rating_overall,2.0
5631,Provident Hospital Cook County,rating_overall,4.0
5632,Provident Hospital Cook County,rating_overall,5.0
5633,Provident Hospital Cook County,rating_overall,3.0
5634,Provident Hospital Cook County,rating_overall,5.0
5635,St Anthony Hospital Chicago,rating_overall,3.0
5636,St Anthony Hospital Chicago,rating_overall,3.0
5637,St Anthony Hospital Chicago,rating_overall,2.0
5638,St Anthony Hospital Chicago,rating_overall,5.0
5639,St Anthony Hospital Chicago,rating_overall,2.0
5640,St Anthony Hospital Chicago,rating_overall,3.0
5641,St Anthony Hospital Chicago,rating_overall,1.0
5642,St Anthony Hospital Chicago,rating_overall,1.0
5643,St Anthony Hospital Chicago,rating_overall,2.0
5644,St Anthony Hospital Chicago,rating_overall,5.0
5645,St Anthony Hospital Chicago,rating_overall,3.0
5646,St Anthony Hospital Chicago,rating_overall,2.0
5647,St Anthony Hospital Chicago,rating_overall,5.0
5648,St Anthony Hospital Chicago,rating_overall,3.0
5649,St Anthony Hospital Chicago,rating_overall,1.0
5650,St Anthony Hospital Chicago,rating_overall,3.0
5651,St Anthony Hospital Chicago,rating_overall,5.0
5652,St Anthony Hospital Chicago,rating_overall,2.0
5653,St Anthony Hospital Chicago,rating_overall,5.0
5654,St Anthony Hospital Chicago,rating_overall,3.0
5655,St Anthony Hospital Chicago,rating_overall,4.0
5656,St Anthony Hospital Chicago,rating_overall,5.0
5657,St Anthony Hospital Chicago,rating_overall,3.0
5658,St Anthony Hospital Chicago,rating_overall,3.0
5659,St Anthony Hospital Chicago,rating_overall,2.0
5660,St Anthony Hospital Chicago,rating_overall,4.0
5661,St Anthony Hospital Chicago,rating_overall,3.0
5662,St Anthony Hospital Chicago,rating_overall,3.0
5663,Methodist Hospital Chicago,rating_overall,5.0
5664,Methodist Hospital Chicago,rating_overall,1.0
5665,Methodist Hospital Chicago,rating_overall,3.0
5666,Methodist Hospital Chicago,rating_overall,3.0
5667,Methodist Hospital Chicago,rating_overall,4.0
5668,Methodist Hospital Chicago,rating_overall,1.0
5669,Methodist Hospital Chicago,rating_overall,2.0
5670,HSHS St Anthiony's Memorial Hospital,rating_overall,4.0
5671,HSHS St Anthiony's Memorial Hospital,rating_overall,4.0
5672,HSHS St Anthiony's Memorial Hospital,rating_overall,1.0
5673,HSHS St Anthiony's Memorial Hospital,rating_overall,4.0
5674,HSHS St Anthiony's Memorial Hospital,rating_overall,1.0
5675,Gibson Area Hospital,rating_overall,4.0
5676,Gibson Area Hospital,rating_overall,4.0
5677,Gibson Area Hospital,rating_overall,2.0
5678,Gibson Area Hospital,rating_overall,5.0
5679,Gibson Area Hospital,rating_overall,4.0
5680,Gibson Area Hospital,rating_overall,2.0
5681,Gibson Area Hospital,rating_overall,5.0
5682,Gibson Area Hospital,rating_overall,5.0
5683,Gibson Area Hospital,rating_overall,1.0
5684,Gibson Area Hospital,rating_overall,1.0
5685,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5686,Mercyhealth Javon Bea Riverside,rating_overall,3.0
5687,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5688,Mercyhealth Javon Bea Riverside,rating_overall,4.0
5689,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5690,Mercyhealth Javon Bea Riverside,rating_overall,1.0
5691,Mercyhealth Javon Bea Riverside,rating_overall,1.0
5692,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5693,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5694,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5695,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5696,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5697,Mercyhealth Javon Bea Riverside,rating_overall,3.0
5698,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5699,Mercyhealth Javon Bea Riverside,rating_overall,4.0
5700,Mercyhealth Javon Bea Riverside,rating_overall,1.0
5701,Mercyhealth Javon Bea Riverside,rating_overall,1.0
5702,Mercyhealth Javon Bea Riverside,rating_overall,2.0
5703,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5704,Mercyhealth Javon Bea Riverside,rating_overall,5.0
5705,Holy Cross Hospital,rating_overall,4.0
5706,Holy Cross Hospital,rating_overall,4.0
5707,Holy Cross Hospital,rating_overall,2.0
5708,Holy Cross Hospital,rating_overall,1.0
5709,Holy Cross Hospital,rating_overall,3.0
5710,Holy Cross Hospital,rating_overall,5.0
5711,Holy Cross Hospital,rating_overall,1.0
5712,Holy Cross Hospital,rating_overall,3.0
5713,Holy Cross Hospital,rating_overall,2.0
5714,Holy Cross Hospital,rating_overall,3.0
5715,Holy Cross Hospital,rating_overall,5.0
5716,Holy Cross Hospital,rating_overall,4.0
5717,Holy Cross Hospital,rating_overall,4.0
5718,Holy Cross Hospital,rating_overall,2.0
5719,Holy Cross Hospital,rating_overall,1.0
5720,Holy Cross Hospital,rating_overall,3.0
5721,Holy Cross Hospital,rating_overall,3.0
5722,Holy Cross Hospital,rating_overall,1.0
5723,Holy Cross Hospital,rating_overall,2.0
5724,Holy Cross Hospital,rating_overall,3.0
5725,Holy Cross Hospital,rating_overall,5.0
5726,Holy Cross Hospital,rating_overall,4.0
5727,Holy Cross Hospital,rating_overall,4.0
5728,Holy Cross Hospital,rating_overall,2.0
5729,Holy Cross Hospital,rating_overall,1.0
5730,Holy Cross Hospital,rating_overall,3.0
5731,Holy Cross Hospital,rating_overall,3.0
5732,Holy Cross Hospital,rating_overall,1.0
5733,Holy Cross Hospital,rating_overall,2.0
5734,Holy Cross Hospital,rating_overall,3.0
5735,Holy Cross Hospital,rating_overall,5.0
5736,Holy Cross Hospital,rating_overall,4.0
5737,Holy Cross Hospital,rating_overall,4.0
5738,Holy Cross Hospital,rating_overall,2.0
5739,Holy Cross Hospital,rating_overall,1.0
5740,Holy Cross Hospital,rating_overall,3.0
5741,Holy Cross Hospital,rating_overall,3.0
5742,Holy Cross Hospital,rating_overall,1.0
5743,Holy Cross Hospital,rating_overall,2.0
5744,Holy Cross Hospital,rating_overall,3.0
5745,Holy Cross Hospital,rating_overall,5.0
5746,Holy Cross Hospital,rating_overall,4.0
5747,Holy Cross Hospital,rating_overall,4.0
5748,Holy Cross Hospital,rating_overall,2.0
5749,Holy Cross Hospital,rating_overall,1.0
5750,Holy Cross Hospital,rating_overall,3.0
5751,Holy Cross Hospital,rating_overall,3.0
5752,Holy Cross Hospital,rating_overall,1.0
5753,Holy Cross Hospital,rating_overall,2.0
5754,Holy Cross Hospital,rating_overall,3.0
5755,McDonough District Hospital,rating_overall,2.0
5756,McDonough District Hospital,rating_overall,4.0
5757,McDonough District Hospital,rating_overall,2.0
5758,McDonough District Hospital,rating_overall,2.0
5759,McDonough District Hospital,rating_overall,2.0
5760,McDonough District Hospital,rating_overall,3.0
5761,McDonough District Hospital,rating_overall,3.0
5762,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5763,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5764,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5765,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5766,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5767,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5768,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5769,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5770,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5771,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5772,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5773,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5774,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5775,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5776,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5777,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5778,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5779,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5780,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5781,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5782,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5783,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5784,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5785,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5786,Adventist Medical Center Hinsdale - AMITA,rating_overall,2.0
5787,Adventist Medical Center Hinsdale - AMITA,rating_overall,5.0
5788,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5789,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5790,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5791,Adventist Medical Center Hinsdale - AMITA,rating_overall,4.0
5792,OSF St Paul Medical Center,rating_overall,5.0
5793,OSF St Paul Medical Center,rating_overall,5.0
5794,OSF St Paul Medical Center,rating_overall,5.0
5795,OSF St Paul Medical Center,rating_overall,5.0
5796,OSF St Paul Medical Center,rating_overall,5.0
